# Video: P02-20240210-100308
# Narrations: 136
# Format: narration_id | timestamp | narration
#===========================================================

P02-20240210-100308-1 | 3.78s | lift up bags and put them on the countertop.
P02-20240210-100308-2 | 7.00s | Open up the right handbag so I can see what's inside.
P02-20240210-100308-3 | 8.33s | lift out the raspberries from the bag to place on the countertop.
P02-20240210-100308-4 | 9.95s | Lift up the eggs to place them on the countertop.
P02-20240210-100308-5 | 12.91s | lift up some bakery items to place on the countertop
P02-20240210-100308-6 | 14.08s | place the Apple turnover on the countertop.
P02-20240210-100308-7 | 16.60s | lift up the mushrooms from the bag
P02-20240210-100308-8 | 17.29s | Place the mushrooms onto the countertop.
P02-20240210-100308-9 | 17.99s | pick up the bag
P02-20240210-100308-10 | 18.65s | stretch out the bag so I can begin to fold it.
P02-20240210-100308-11 | 19.00s | Start folding the bag so that it can fit into my pocket.
P02-20240210-100308-12 | 27.25s | place the bag onto the counter top
P02-20240210-100308-13 | 29.68s | open up the next bag
P02-20240210-100308-14 | 30.94s | Lift up the kebab wraps from the bag.
P02-20240210-100308-15 | 32.03s | Place the kebab wraps onto the countertop.
P02-20240210-100308-16 | 32.98s | take the raspberries from the bag.
P02-20240210-100308-17 | 33.40s | pass them into my other hand so I can place them onto the countertop.
P02-20240210-100308-18 | 34.39s | Use my left hand to hold the bag to keep it open.
P02-20240210-100308-19 | 35.08s | with my right hand pick up the soap.
P02-20240210-100308-20 | 35.47s | Place the soap onto the table top with my right hand.
P02-20240210-100308-21 | 37.32s | Pick up the bag of tortilla chips with my right hand.
P02-20240210-100308-22 | 38.25s | Place the bag of tortilla chips onto the table with my right hand.
P02-20240210-100308-23 | 38.96s | pick up the bag of lemons with my left hand.
P02-20240210-100308-24 | 39.98s | Place the bag of lemons onto the tabletop.
P02-20240210-100308-25 | 41.04s | open up the bag with both of my hands
P02-20240210-100308-26 | 41.25s | reach into the bag to pick up the butter
P02-20240210-100308-27 | 42.32s | place the butter onto the surface
P02-20240210-100308-28 | 43.00s | Reach into the bag to pick up the bag of tomatoes.
P02-20240210-100308-29 | 44.14s | Place the bag of tomatoes onto the countertop.
P02-20240210-100308-30 | 44.91s | with my left hand pick up the pastry from inside the bag.
P02-20240210-100308-31 | 45.80s | Pass the roll of pastry from one hand into the other.
P02-20240210-100308-32 | 46.72s | Place the roll of pastry onto the countertop.
P02-20240210-100308-33 | 47.66s | Open up the bag with both hands.
P02-20240210-100308-34 | 48.38s | Reach into the bag to pick up the pasta sauce.
P02-20240210-100308-35 | 49.60s | pick up the bag from the countertop with my right hand.
P02-20240210-100308-36 | 50.43s | Place the pasta sauce onto the countertop.
P02-20240210-100308-37 | 51.25s | Once again, straighten out the bag so that I can fold it.
P02-20240210-100308-38 | 57.11s | begin folding the bag so that it would fit into my back pocket.
P02-20240210-100308-39 | 62.81s | put the bag into my back pocket.
P02-20240210-100308-40 | 65.34s | With both hands, pick up the two baguettes from the bag.
P02-20240210-100308-41 | 66.92s | Pass both baguettes into one hand and place them onto the countertop by the microwave.
P02-20240210-100308-42 | 68.92s | Using my right hand, pick up the bags to move them so that I can place the baguettes down.
P02-20240210-100308-43 | 71.48s | Open up the nearest bag to me with both hands.
P02-20240210-100308-44 | 72.11s | reach into the bag and pick up the bag of onions.
P02-20240210-100308-45 | 73.00s | Place the bag of onions onto the countertop.
P02-20240210-100308-46 | 75.11s | Reach into the bag to pick up a bag of apples.
P02-20240210-100308-47 | 75.94s | Pass the bag of apples into my right hand.
P02-20240210-100308-48 | 76.96s | Place the bag of apples onto the countertop.
P02-20240210-100308-49 | 77.55s | Lift up the bag from the countertop with my left hand.
P02-20240210-100308-50 | 79.82s | move the food bin away from the wall so that it can open properly
P02-20240210-100308-51 | 80.00s | open up the food bin
P02-20240210-100308-52 | 81.38s | Tilt the bag upside down to remove pieces of onion skin from inside the bag into the food bin.
P02-20240210-100308-53 | 86.25s | straighten out the end of the bag so that the pieces of onion inside the bag can fall into the food bin.
P02-20240210-100308-54 | 89.76s | Shake the bag to remove the pieces of onion skin into the food bin.
P02-20240210-100308-55 | 92.00s | close the food bin
P02-20240210-100308-56 | 93.36s | move the food bin back into its place next to the wall
P02-20240210-100308-57 | 93.95s | straighten out the bag so that it can fold.
P02-20240210-100308-58 | 99.45s | Fold the bag.
P02-20240210-100308-59 | 106.58s | Place the bag into my back pocket
P02-20240210-100308-60 | 108.22s | Open up the bag with my left hand and reach into the bag with my right hand to pick up the tea.
