# Video: P02-20240210-092616
# Narrations: 20
# Format: narration_id | timestamp | narration
#===========================================================

P02-20240210-092616-1 | 3.58s | With the left hand open the door to the cupboard to get out the bag.
P02-20240210-092616-2 | 4.83s | unhook the carry bag full of carry bags to get access to it.
P02-20240210-092616-3 | 5.64s | whilst holding the bag with the right hand, grab the carrier bags with the left hand from inside the carrier bag.
P02-20240210-092616-4 | 6.87s | Grab the remaining carrier bag with the right hand.
P02-20240210-092616-5 | 7.92s | With two carrier bags collected, now hook the main carrier bag back onto the hook.
P02-20240210-092616-6 | 9.13s | Using the right hand, close the door to the cupboard as it is no longer needed.
P02-20240210-092616-7 | 12.51s | Place the bag in the left hand onto the countertop so that you can fold the bag in the right hand.
P02-20240210-092616-8 | 13.83s | Using both hands, stretch out the bag so that it can lie flat.
P02-20240210-092616-9 | 20.77s | using both hands fold the bag in half
P02-20240210-092616-10 | 23.41s | Using both hands, fold the bag in half.
P02-20240210-092616-11 | 24.78s | Using both hands, fold the bag in half.
P02-20240210-092616-12 | 26.13s | Using both hands, fold the carrier bag in half one more time. This should now allow it to fit in a back pocket.
P02-20240210-092616-13 | 27.29s | Place the folded carrier bag in your back pocket with the right hand.
P02-20240210-092616-14 | 28.39s | Using the left hand, pick up the carrier bag from the counter to do the same process of folding.
P02-20240210-092616-15 | 29.12s | Using both hands, flatten the bag and stretch out.
P02-20240210-092616-16 | 36.23s | Using both hands, fold the bag in half.
P02-20240210-092616-17 | 38.40s | Using both hands, fold the bag in half.
P02-20240210-092616-18 | 39.66s | Using both hands, fold the bag in half.
P02-20240210-092616-19 | 40.74s | Using both hands, fold the bag in half.
P02-20240210-092616-20 | 41.77s | Using the bag from the left hand to the right hand, place this into the back pocket.
