# Video: P06-20240511-122221
# Narrations: 46
# Format: narration_id | timestamp | narration
#===========================================================

P06-20240511-122221-1 | 2.31s | using right hand picking up a mixer jar and its lid from the tabletop
P06-20240511-122221-2 | 4.39s | using right hand placing the jar on the tabletop while holding its lid in left hand.
P06-20240511-122221-3 | 5.59s | using left hand placing the lid on the jar that is placed on tabletop
P06-20240511-122221-4 | 6.84s | using both hands picking up a bag from the left hand side of the jar and then placing it on the right hand side of the jar
P06-20240511-122221-5 | 8.81s | using both hands, slightly moving the jar on the left hand side of the tabletop.
P06-20240511-122221-6 | 10.19s | using right hand slightly moving the bag towards the left hand side of the tabletop.
P06-20240511-122221-7 | 12.37s | using right hand picking up a plant pot from the tabletop
P06-20240511-122221-8 | 14.04s | using right hand opening the water tap in the sink
P06-20240511-122221-9 | 16.17s | using left hand placing the plant pot under running water to water the plants
P06-20240511-122221-10 | 18.90s | Using right hand, closing the water tap while holding the plant pot in left hand.
P06-20240511-122221-11 | 22.32s | using both hands placing the plant pot back on the tabletop
P06-20240511-122221-12 | 24.52s | using right hand picking up a plastic box and using left hand picking up its lid from the tabletop
P06-20240511-122221-13 | 27.28s | using left hand opening the cabinet door
P06-20240511-122221-14 | 28.45s | using right hand placing the box in the lower shelf of the cabinet
P06-20240511-122221-15 | 30.18s | using left hand closing the cabinet door
P06-20240511-122221-16 | 35.34s | using right hand picking up a tablecloth from the handle of the drawer
P06-20240511-122221-17 | 36.81s | using left hand picking up a plate from the crockery tray
P06-20240511-122221-18 | 38.49s | using the tablecloth in right hand wiping the water from the plate
P06-20240511-122221-19 | 43.93s | using both hands placing the plate in the stack of plates
P06-20240511-122221-20 | 47.22s | using left hand picking up a plate from the crockery tray.
P06-20240511-122221-21 | 47.67s | using the tablecloth in right hand, wiping the water from the plate that is held in left hand.
P06-20240511-122221-22 | 53.80s | using right hand placing the plate in the stack of plates
P06-20240511-122221-23 | 56.77s | using left hand picking up another plate from the crockery tray
P06-20240511-122221-24 | 58.09s | using the tablecloth in the right hand wiping the water from the plate
P06-20240511-122221-25 | 63.64s | using right hand placing the plate on stack of plates.
P06-20240511-122221-26 | 66.01s | using left hand picking up a plate from the crockery tray.
P06-20240511-122221-27 | 66.89s | using the tablecloth in right hand wiping the water from the plate
P06-20240511-122221-28 | 72.78s | using right hand placing the plate on the stack of plates
P06-20240511-122221-29 | 76.36s | using left hand picking up the plate from the stack of plates and placing it back.
P06-20240511-122221-30 | 79.74s | switching the tablecloth from right hand to left hand
P06-20240511-122221-31 | 80.64s | using both hands slightly moving the stack of bowls on the table
P06-20240511-122221-32 | 81.50s | using right hand slightly moving the stack of plates on the table.
P06-20240511-122221-33 | 82.76s | using both hands slightly moving the stack of bowls on the table
P06-20240511-122221-34 | 85.44s | using left hand picking up a cup from the crockery tray.
P06-20240511-122221-35 | 86.90s | using the tablecloth in right hand wiping the water from the cup
P06-20240511-122221-36 | 92.91s | using right hand picking up another cup from the crockery tray while holding the cup in left hand
P06-20240511-122221-37 | 93.79s | switching the cup from right hand to left hand
P06-20240511-122221-38 | 94.84s | using the tablecloth in right hand wiping the cup to remove any excessive water
P06-20240511-122221-39 | 101.24s | Using right hand placing the tablecloth on the tabletop while holding both the cups in left hand.
P06-20240511-122221-40 | 102.84s | using right hand placing the cup in the cup stand that is placed on the tabletop.
P06-20240511-122221-41 | 104.27s | using right hand placing the cup in the cup stand that is placed on the tabletop.
P06-20240511-122221-42 | 107.00s | using left hand picking up the tablecloth from the tabletop
P06-20240511-122221-43 | 107.61s | using both hands placing the tablecloth at the handle of the drawer
P06-20240511-122221-44 | 111.28s | using both hands picking up the sandwich maker from the tablecloth and shaking it to remove any residual water from its compartments
P06-20240511-122221-45 | 114.87s | using both hands placing back the sandwich maker on the tablecloth
P06-20240511-122221-46 | 116.08s | using both hands slightly moving the sandwich maker on the tablecloth
