# Video: P05-20240425-124420
# Narrations: 91
# Format: narration_id | timestamp | narration
#===========================================================

P05-20240425-124420-1 | 5.00s | Close the door behind me with my left hand.
P05-20240425-124420-2 | 6.81s | Take a plate from the top of the pile from the shelf under the cutlery drawer with my right hand.
P05-20240425-124420-3 | 11.23s | Place the plate on the counter with my right hand.
P05-20240425-124420-4 | 13.76s | Open the fridge door with my right hand.
P05-20240425-124420-5 | 15.83s | Take the pan out of the third shelf down in the fridge with my right hand.
P05-20240425-124420-6 | 21.82s | Place the pan down on the counter with my right hand.
P05-20240425-124420-7 | 23.68s | Take the rice out of the second shelf up in the fridge with my right hand.
P05-20240425-124420-8 | 26.25s | Transfer the rice to my left hand so I can close the fridge door with my right hand.
P05-20240425-124420-9 | 27.55s | I open the cutlery drawer by the side, with my right hand, whilst holding the rice in my left hand.
P05-20240425-124420-10 | 29.39s | Take the spoon out of the cutlery drawer, with my right hand, whilst holding the rice in my left hand.
P05-20240425-124420-11 | 32.35s | Close the cutlery drawer with my hip because my hands are full.
P05-20240425-124420-12 | 33.31s | Slide the plate to the right along the counter, using my right hand, whilst holding a spoon.
P05-20240425-124420-13 | 34.91s | Use the spoon to scrape the rice from the colander onto the plate with my right hand.
P05-20240425-124420-14 | 40.95s | Break up the rice on the plate using the spoon in my right hand.
P05-20240425-124420-15 | 44.39s | Place the spoon down on the plate with my right hand.
P05-20240425-124420-16 | 45.13s | Open the fridge door with my right hand.
P05-20240425-124420-17 | 46.30s | Place the rice on the second shelf up in the fridge with my left hand.
P05-20240425-124420-18 | 48.32s | Close the fridge door with my right hand.
P05-20240425-124420-19 | 49.34s | Take the lid off the pan with my right hand.
P05-20240425-124420-20 | 50.26s | Place the pan down on the counter with my right hand.
P05-20240425-124420-21 | 50.60s | Pick up the pan of curry by the handle with my left hand.
P05-20240425-124420-22 | 51.70s | I pick up a spoon from the plate of rice with my right hand.
P05-20240425-124420-23 | 52.37s | Stir the curry in the pan using the spoon in my right hand whilst holding the pan with my left hand.
P05-20240425-124420-24 | 59.56s | Spoon the curry from the pan onto my plate.
P05-20240425-124420-25 | 70.06s | Flatten the curry on the plate with the spoon.
P05-20240425-124420-26 | 71.34s | Shake the excess curry off the spoon and onto the plate, with my right hand, whilst holding the pan in my left hand.
P05-20240425-124420-27 | 73.05s | Tap the spoon on the side of the pan to get rid of any excess curry.
P05-20240425-124420-28 | 73.90s | Place the spoon and the pan down on the counter.
P05-20240425-124420-29 | 75.28s | Pick up the spoon again because it's still dirty.
P05-20240425-124420-30 | 76.00s | Lick the spoon clean so it doesn't get the counter-dirty when I put it down.
P05-20240425-124420-31 | 77.24s | Pick up the plate of curry from the counter with my left hand.
P05-20240425-124420-32 | 78.34s | Place the spoon down on the counter, with my right hand, whilst holding the curry in my left hand.
P05-20240425-124420-33 | 79.17s | Open the microwave door, with my right hand, by pressing the release button whilst holding the curry in my left hand.
P05-20240425-124420-34 | 81.33s | Transfer the curry to my right hand.
P05-20240425-124420-35 | 81.96s | Place the curry in the microwave with my right hand.
P05-20240425-124420-36 | 83.66s | Close the microwave door with my left hand.
P05-20240425-124420-37 | 84.32s | Add 1 minute 30 to the microwave timer by pressing the start button three times with my right hand.
P05-20240425-124420-38 | 85.81s | Go to pick up the lid of the pan with my right hand from the counter, but stop.
P05-20240425-124420-39 | 89.66s | Pick up the lid of a pan from the counter with my right hand.
P05-20240425-124420-40 | 90.39s | Pick up the pan from the counter, with my left hand, and place the lid on it with my right hand.
P05-20240425-124420-41 | 91.65s | Open the fridge door with my right hand.
P05-20240425-124420-42 | 92.89s | Place the pan of curry on the third shelf down in the fridge with my left hand.
P05-20240425-124420-43 | 94.62s | Close the fridge door with my right hand.
P05-20240425-124420-44 | 105.85s | Pick up the bottle from the drying rack with my left hand.
P05-20240425-124420-45 | 107.79s | Shake the water out of the bottle with my left hand.
P05-20240425-124420-46 | 108.42s | Pick up the lid of the bottle from the drying rack with my right hand.
P05-20240425-124420-47 | 113.32s | Shake the excess water off the bottle and the lid with both hands.
P05-20240425-124420-48 | 114.10s | Put the lid on the bottle with my right hand.
P05-20240425-124420-49 | 117.26s | Transfer the bottle to my right hand and then place it in the storage with my right hand.
P05-20240425-124420-50 | 119.41s | Pick up the tupperware with my left hand.
P05-20240425-124420-51 | 120.25s | Pick up the tupperware lid with my right hand from the draining board.
P05-20240425-124420-52 | 121.13s | Shake the tupperware to get rid of the excess water with both hands.
P05-20240425-124420-53 | 121.71s | Place the lid on the tupperware.
P05-20240425-124420-54 | 123.00s | Do up the latches of the tupperware lid with both hands.
P05-20240425-124420-55 | 125.33s | Pull out the storage, with my left hand, whilst holding the tupperware in my right hand.
P05-20240425-124420-56 | 127.38s | Place the tupperware in the storage with both hands.
P05-20240425-124420-57 | 128.75s | Push the storage back under the counter with both hands.
P05-20240425-124420-58 | 134.17s | Pick up the water bottle with my right hand and the lid with my left hand from the draining board.
P05-20240425-124420-59 | 135.34s | Screw the lid onto the water bottle.
P05-20240425-124420-60 | 137.94s | Push the water bottle and mugs to the left to make more space on the counter.
P05-20240425-124420-61 | 138.55s | Add the white water bottle to the shelf above sink.
P05-20240425-124420-62 | 141.10s | Pick up the pint glass from the draining board with my left hand.
P05-20240425-124420-63 | 142.25s | Transfer the pint glass to my right hand.
