# Video: P05-20240425-125459
# Narrations: 19
# Format: narration_id | timestamp | narration
#===========================================================

P05-20240425-125459-1 | 1.21s | Open kitchen door with my right hand whilst holding dirty crockery and cutlery with my left hand.
P05-20240425-125459-2 | 3.28s | Close kitchen door with right hand whilst holding dirty cutlery and crockery in my left hand
P05-20240425-125459-3 | 6.10s | Open dishwasher door with right hand whilst holding dirty crockery and cutlery with my left hand.
P05-20240425-125459-4 | 8.18s | open cutlery drawer of dishwasher with right hand whilst holding dirty crockery and cutlery with my left hand.
P05-20240425-125459-5 | 9.61s | pick up fork with my right hand.
P05-20240425-125459-6 | 10.59s | Put fork in the cutlery drawer of the dishwasher with my right hand.
P05-20240425-125459-7 | 11.30s | Place fork in the cutlery drawer of the dishwasher with my right hand.
P05-20240425-125459-8 | 11.75s | pick up spoon with my right hand.
P05-20240425-125459-9 | 12.06s | place spoon in cutlery drawer of dishwasher with my right hand.
P05-20240425-125459-10 | 12.63s | Close cutlery drawer of dishwasher with my right hand.
P05-20240425-125459-11 | 13.79s | Open middle drawer of dishwasher with my right hand.
P05-20240425-125459-12 | 15.28s | pick up bowl from on top of the plate which I'm holding in my left hand with my right hand.
P05-20240425-125459-13 | 16.52s | Place bowl in middle drawer of dishwasher with my right hand.
P05-20240425-125459-14 | 18.15s | Close middle drawer of dishwasher with my right hand.
P05-20240425-125459-15 | 19.43s | Open dishwasher door further with my right hand so the bottom shelf can slide out.
P05-20240425-125459-16 | 20.01s | Pull out bottom shelf of dishwasher with my right hand whilst holding the plate in my left hand.
P05-20240425-125459-17 | 21.36s | Place plate at the back of the bottom shelf of the dishwasher.
P05-20240425-125459-18 | 23.39s | close bottom shelf of the dishwasher with my right hand.
P05-20240425-125459-19 | 24.75s | close dishwasher door with my left hand.
