# Video: P05-20240425-180658
# Narrations: 104
# Format: narration_id | timestamp | narration
#===========================================================

P05-20240425-180658-1 | 6.36s | pick up knife from chopping board on counter with right hand
P05-20240425-180658-2 | 8.81s | Transfer knife from right hand to left hand.
P05-20240425-180658-3 | 10.03s | Transfer knife from left hand to right hand.
P05-20240425-180658-4 | 11.19s | put knife on counter with right hand
P05-20240425-180658-5 | 11.78s | Pick up colander from sink with left hand.
P05-20240425-180658-6 | 12.31s | Turn on cold tap with right hand.
P05-20240425-180658-7 | 13.14s | Pick up washing up brush from the bowl in the left hand side of the sink with my right hand whilst holding the colander under the tap with my left hand.
P05-20240425-180658-8 | 14.19s | Brush colander with washing up brush in right hand.
P05-20240425-180658-9 | 17.93s | Turn colander upside down so the water drains out of it with my left hand.
P05-20240425-180658-10 | 19.23s | Shake colander to get access water off it in the sink.
P05-20240425-180658-11 | 20.78s | put colander on draining rack with my left hand.
P05-20240425-180658-12 | 22.01s | Pick up knife from the counter with my right hand.
P05-20240425-180658-13 | 22.88s | Transfer knife to left hand so I can wash it up with the brush in my right hand.
P05-20240425-180658-14 | 23.38s | Pick up the washing up brush from the sink with my right hand.
P05-20240425-180658-15 | 24.09s | Scrub knife blade with the washing up brush.
P05-20240425-180658-16 | 28.70s | Rinse knife under the running cold water which is held in my left hand.
P05-20240425-180658-17 | 31.71s | transfer knife to right hand so my left hand is free
P05-20240425-180658-18 | 32.23s | turn off cold tap with my left hand whilst holding the knife in my right hand.
P05-20240425-180658-19 | 33.38s | Dry the knife with the towel that's hanging on the wall.
P05-20240425-180658-20 | 37.14s | transfer knife to left hand
P05-20240425-180658-21 | 39.64s | Open the cutlery drawer with my right hand whilst holding the knife in my left hand.
P05-20240425-180658-22 | 41.18s | Put knife in the knife block in the drawer with my left hand.
P05-20240425-180658-23 | 42.85s | Close drawer.
P05-20240425-180658-24 | 43.74s | pick up dirty bowl from the counter with my left hand.
