# Video: P01-20240204-160230
# Narrations: 57
# Format: narration_id | timestamp | narration
#===========================================================

P01-20240204-160230-1 | 6.16s | Press the button on the panel of the oven to switch the alarm off.
P01-20240204-160230-2 | 8.13s | move the heat diffuser and the pot from the bottom right burner to the top right burner to empty space for putting the tray that's inside the oven outside.
P01-20240204-160230-3 | 11.90s | Open the oven's door by pulling the handle using the right hand.
P01-20240204-160230-4 | 12.41s | release the oven's door so it closes again as a lot of steam comes out.
P01-20240204-160230-5 | 14.02s | flap the hand in front of the face to get rid of the steam coming out of the oven.
P01-20240204-160230-6 | 16.22s | pick the two oven gloves from the hook using the right hand.
P01-20240204-160230-7 | 21.81s | Wear the right open glove by holding it with the left hand and sliding the right hand in.
P01-20240204-160230-8 | 23.96s | Wear the left oven glove by holding it with the right hand and sliding the left hand in.
P01-20240204-160230-9 | 26.64s | open the oven's door using the right hand holding the in the glove by holding the handrail and pulling it.
P01-20240204-160230-10 | 29.21s | Flap the hand with the glove to direct the steam away from the face.
P01-20240204-160230-11 | 33.49s | Pull the tray inside the oven using the right hand with the glove slightly outside to access the tray with the chicken.
P01-20240204-160230-12 | 34.89s | Pick up the tray with the chicken by holding it from both ends using the hand with the gloves carefully as it has water.
P01-20240204-160230-13 | 43.60s | Put the tray with chicken on the hob.
P01-20240204-160230-14 | 45.84s | Take off the right oven glove.
P01-20240204-160230-15 | 46.53s | switch the oven off by turning the dial counterclockwise and then pressing it in place.
P01-20240204-160230-16 | 47.69s | Turn the other dial off by rotating it counterclockwise and pressing it in place.
P01-20240204-160230-17 | 49.40s | Put the oven glove on.
P01-20240204-160230-18 | 50.36s | Close the oven's door by pulling it up using the right hand.
P01-20240204-160230-19 | 52.43s | Take off the left glove.
P01-20240204-160230-20 | 54.15s | Take off the right glove.
P01-20240204-160230-21 | 56.13s | Hold the hanger of the right glove using the right hand to hang it.
P01-20240204-160230-22 | 56.85s | Insert the hanger of the right glove into the hook to hang it.
P01-20240204-160230-23 | 58.68s | Turn the left glove off.
P01-20240204-160230-24 | 59.39s | Hold the hanger of the left glove.
P01-20240204-160230-25 | 61.04s | hook the left glove onto the hook using the hanger by putting it into the hook.
P01-20240204-160230-26 | 63.38s | Open the top cupboard.
P01-20240204-160230-27 | 64.44s | Lift some of the plates from a pile of plates using the right hand.
P01-20240204-160230-28 | 65.25s | Pick a plate from the pile using the left hand by sliding it from under the lifted pile.
P01-20240204-160230-29 | 68.78s | Close the cupboard.
P01-20240204-160230-30 | 70.70s | put the plate on the countertop,
P01-20240204-160230-31 | 72.55s | Open the second drawer using the left hand.
P01-20240204-160230-32 | 75.55s | Close the drawer, this action is off screen.
P01-20240204-160230-33 | 79.27s | Look in the drainer for the serving spoon.
P01-20240204-160230-34 | 80.25s | Lift the food processor bowl to access what's under it.
P01-20240204-160230-35 | 80.99s | Pick the plastic spoon for serving from the drainer using the right hand.
P01-20240204-160230-36 | 82.74s | Return the food processor bowl on the drainer.
P01-20240204-160230-37 | 88.25s | Lift the lid off the pot on the burner using the left hand.
P01-20240204-160230-38 | 89.24s | put the lid on the hob.
P01-20240204-160230-39 | 91.27s | Pick the plate from the countertop.
P01-20240204-160230-40 | 92.14s | Scoop some of the rice with meat from the pot using the plastic spoon.
P01-20240204-160230-41 | 94.55s | Put the rice and meat on the plate by tilting the spoon on the plate's edge to pour the rice and meat on the plate on the side.
P01-20240204-160230-42 | 96.68s | Scoop another spoon of rice and meat from the pot using the plastic spoon.
P01-20240204-160230-43 | 100.53s | pour the rice and meat onto the plate.
P01-20240204-160230-44 | 101.78s | distribute the rice around the plate using the plastic spoon.
P01-20240204-160230-45 | 104.00s | Move the rice and meat to the side to leave space for putting the chicken.
P01-20240204-160230-46 | 105.93s | Tap the plastic spoon around the edge of the pot to drop any of the rice stuck to it into the pot.
P01-20240204-160230-47 | 107.48s | pick up the lid that falls a little bit slightly, but pick it from the hob.
P01-20240204-160230-48 | 107.92s | Cover the pot by putting the lid on it.
P01-20240204-160230-49 | 112.25s | Pick one chicken leg that has been roasted and cooked from the tray using the plastic spoon by sliding the spoon under it and lifting it up.
P01-20240204-160230-50 | 115.52s | Put the chicken leg on the plate on the side of the rice using the plastic spoon. The plate is being held with the left hand.
P01-20240204-160230-51 | 117.64s | Scoop a little bit of the sauce from the tray using the plastic spoon.
P01-20240204-160230-52 | 118.95s | Pour the sauce on the rice in the plate by tilting the plastic spoon on top of the side of the plate where the rice is.
P01-20240204-160230-53 | 120.03s | Shake the spoon on top of the plate to drop any excess liquid in it.
P01-20240204-160230-54 | 122.28s | Put the plastic spoon on the plate that's next to the hob.
P01-20240204-160230-55 | 127.39s | open the top drawer.
P01-20240204-160230-56 | 129.46s | Pick up a fork from the cutlery tray of the top drawer.
P01-20240204-160230-57 | 129.99s | Put the fork on the side of the plate to be used for eating.
