# Video: P01-20240202-175627
# Narrations: 90
# Format: narration_id | timestamp | narration
#===========================================================

P01-20240202-175627-1 | 6.86s | Open the thermo flask, holding the flask with the right hand and rotating the lid counterclockwise using the left hand to open it.
P01-20240202-175627-2 | 8.83s | Place the lid on the countertop upside down so it doesn't wet the surface.
P01-20240202-175627-3 | 10.42s | Turn the mug on the surface to hold it using the handle, using the left hand.
P01-20240202-175627-4 | 11.71s | Turn the handle of the strainer also to hold it using the left hand to steady it.
P01-20240202-175627-5 | 12.82s | Pick up the mug and the strainer using the left hand and pick up the thermal flask using the right hand.
P01-20240202-175627-7 | 15.62s | Pour the tea from the thermo flask into the mug through the strainer. The strainer will catch the loose tea and the liquid tea will fall into the mug.
P01-20240202-175627-6 | 15.65s | Position the mug and the strainer on top of the sink and the thermoflask on top of the strainer so that to drain the tea leaves. By positioning this on the sink, any dropped liquid will be caught by the sink.
P01-20240202-175627-8 | 23.28s | Put down the mug with the strainer using the left hand on the countertop and the thermoflask using the right hand on the countertop.
P01-20240202-175627-9 | 25.24s | Pick up the strainer from its position on top of the mug using the left hand, holding it from its handle. The strainer now is filled with tea leaves.
P01-20240202-175627-10 | 28.00s | Position the strainer on top of the thermo flask and flip it so that the tea leaves will fall back into the thermo flask.
P01-20240202-175627-11 | 28.93s | Hit the strainer on the rim of the thermoflask to release any remaining tea leaves so that it falls into the thermoflask a few times.
P01-20240202-175627-12 | 31.96s | Put the strainer on the drainer.
P01-20240202-175627-13 | 33.59s | Pick up the lid of the thermo flask.
P01-20240202-175627-14 | 34.89s | Close the thermo flask by holding it with the left hand, putting the lid with the right hand and rotating it clockwise to seal the thermo flask, preserving the temperature of the tea inside.
P01-20240202-175627-15 | 39.78s | Open the cupboard at the top using the left hand by holding the handle.
P01-20240202-175627-16 | 40.55s | Pick up the top plate from the pile of plates on the lower shelf of the cupboard, using the right hand.
P01-20240202-175627-17 | 43.30s | Open the tap.
P01-20240202-175627-18 | 43.91s | Fill the plate with water from the tap.
P01-20240202-175627-19 | 45.30s | Close the tap.
P01-20240202-175627-20 | 46.25s | Carefully move the plate filled with water and position it on the countertop to the right of the sink.
P01-20240202-175627-21 | 48.56s | Check that the disk of the candy floss machine has cooled off to remove it. by touching it with the finger of the right hand.
P01-20240202-175627-22 | 49.11s | remove the cooled disk from the candy floss machine by pulling it.
P01-20240202-175627-23 | 51.26s | flip the disk holding it from its base. So its sticky top is pointing downwards.
P01-20240202-175627-24 | 51.76s | Place the disk on the plate filled with water. This way the surface of the disk, which has remainder of the sugar of the candy floss, would be the touching the water allowing for it to dissolve.
P01-20240202-175627-25 | 53.96s | Release the candy floss bowl from the candy floss machine by holding it with both hands and rotating it counterclockwise to release it.
P01-20240202-175627-26 | 55.56s | Pull the candy floss bowl from the machine using both hands.
P01-20240202-175627-27 | 56.91s | Position the candy floss bowl under the tap so as to rinse it.
P01-20240202-175627-28 | 57.70s | Open the tap from the left handle to get hot water that will allow dissolving the remaining sugar in the candy floss bowl.
P01-20240202-175627-29 | 58.46s | Rinse the candy floss bowl by rotating it and using the right hand to remove the remaining sugar under the water.
P01-20240202-175627-30 | 75.76s | Close the tap.
P01-20240202-175627-31 | 76.67s | Pick up the sponge.
P01-20240202-175627-32 | 77.38s | Lather the candy floss bowl scrubbing its inside surface using the sponge.
P01-20240202-175627-33 | 82.97s | Pick up the sponge that has fallen into the sink.
P01-20240202-175627-34 | 84.22s | Put down the sponge.
P01-20240202-175627-35 | 85.41s | Open the tap from the left handle to get hot water.
P01-20240202-175627-36 | 86.02s | Rinse the candy floss bowl.
P01-20240202-175627-37 | 93.53s | Close the tap.
P01-20240202-175627-38 | 95.64s | Place the candy floss bowl on the drainer.
P01-20240202-175627-39 | 98.47s | Shake both hands once on top of the sink to remove excess water.
P01-20240202-175627-40 | 100.49s | Pick up the edge of the towel that's hanging on the side of the oven and dry both hands.
P01-20240202-175627-41 | 104.47s | Open the fridge.
P01-20240202-175627-42 | 106.46s | Open the fridge's drawer.
P01-20240202-175627-43 | 107.56s | With the right hand hold the mesh containing lemons inside the drawer of the fridge.
P01-20240202-175627-44 | 108.46s | Pick up one lemon from inside the mesh, inside the drawer of the fridge.
P01-20240202-175627-45 | 110.36s | Close the fridge drawer.
P01-20240202-175627-46 | 111.54s | Close the fridge.
P01-20240202-175627-47 | 113.79s | Open the first drawer by sliding it outwards.
P01-20240202-175627-48 | 115.38s | Pick up a knife from the cutlery drawer using the right hand.
P01-20240202-175627-49 | 117.55s | Put down the lemon on the chopping board that's on the countertop.
P01-20240202-175627-50 | 118.31s | Cut the lemon in half using the knife in a sawing like motion back and forth on top of the chopping board.
P01-20240202-175627-51 | 120.33s | Pick up one of the halves of the lemon.
P01-20240202-175627-52 | 120.50s | Put down the knife.
P01-20240202-175627-53 | 122.18s | Position the half lemon on top of the mug with hot tea to squeeze some of it.
P01-20240202-175627-54 | 123.26s | Squeeze the lemon slightly using both hands so a few drops fall from the half lemon into the mug with tea, adding lemon to the tea.
P01-20240202-175627-55 | 126.45s | Shake the half lemon on top of the mug to remove any excess liquid.
P01-20240202-175627-56 | 128.42s | Put down the half lemon on the chopping board.
P01-20240202-175627-57 | 130.46s | Unplug the candy floss machine from the socket
P01-20240202-175627-58 | 131.31s | put down the plug on the countertop next to the candy floss machine.
P01-20240202-175627-59 | 132.25s | Turn off the button of the socket by pressing it using the left hand.
P01-20240202-175627-60 | 134.22s | Pick up the disk that has been soaking in water in the plate, on the plate, using the right hand.
P01-20240202-175627-61 | 136.01s | Dip the disk again in the water in the plate one more time and then pick it up.
P01-20240202-175627-62 | 136.89s | Shake the disk on top of the plate to
P01-20240202-175627-63 | 139.12s | Open the tap.
P01-20240202-175627-64 | 139.92s | Rinse the disk.
P01-20240202-175627-65 | 145.94s | Close the tap.
P01-20240202-175627-66 | 146.96s | Place the disk on the drainer.
P01-20240202-175627-67 | 149.00s | Pick up the plate with water from the right side of the sink.
P01-20240202-175627-68 | 149.34s | Turn the plate on top of the sink to pour the water from it and emptying the plate.
P01-20240202-175627-69 | 153.23s | Open the dishwasher's door using the left hand by pulling it.
P01-20240202-175627-70 | 154.94s | Open the dishwasher's drawer by sliding it outwards.
P01-20240202-175627-71 | 156.43s | Put the plate in the dishwasher's drawer, sliding it between already placed plates.
P01-20240202-175627-72 | 158.41s | Close the dishwasher's door. By closing the door, the drawer is automatically pushed in and closed without being touched.
P01-20240202-175627-73 | 160.79s | Pick up the end of the towel hanging on the oven's door and dry both hands.
P01-20240202-175627-74 | 162.59s | Pick up the mug with tea from its handle using the left hand.
P01-20240202-175627-75 | 167.44s | Open the drawer using the right hand while still holding the mug with tea.
P01-20240202-175627-76 | 169.36s | Pick up a spoon from the cutlery drawer using the right hand.
P01-20240202-175627-77 | 169.89s | Push the drawer to close it using torso.
P01-20240202-175627-78 | 171.44s | Dip the spoon inside the tea to retrieve a lemon seed that has accidentally fallen inside the tea.
P01-20240202-175627-79 | 175.92s | Open the food waste bin lid using the right hand.
P01-20240202-175627-80 | 176.72s | Throw the seed that is on the spoon into the bin by turning the spoon.
P01-20240202-175627-81 | 177.09s | Release the lid, causing the bin to close.
P01-20240202-175627-82 | 182.64s | Put the spoon into an empty glass on the countertop.
P01-20240202-175627-83 | 184.14s | Pick up the first lid of the thermos from the countertop.
P01-20240202-175627-84 | 184.76s | Place and rotate the lid on the thermos to close it.
P01-20240202-175627-85 | 187.12s | Pick up the first half of the lemon from the chopping board on the counter.
P01-20240202-175627-86 | 187.84s | Using the same right hand pick up the second half of the lemon that has been used using the right hand from the chopping board.
P01-20240202-175627-87 | 191.35s | Close the drawer using the right hand by pushing it.
P01-20240202-175627-88 | 194.05s | Open the fridge while holding both lemon halves with the right hand and the tea with the left hand. Open the fridge with the right hand.
P01-20240202-175627-89 | 196.82s | Place both halves of the lemon on the lower shelf of the fridge.
P01-20240202-175627-90 | 198.65s | Close the fridge.
