# Video: P04-20240414-181030
# Narrations: 569
# Format: narration_id | timestamp | narration
#===========================================================

P04-20240414-181030-1 | 2.00s | With the left hand, grab and slightly move the purple kitchen rag that is next to the weighing scale.
P04-20240414-181030-2 | 4.22s | With both hands, pick up the weighing scale that is on the kitchen countertop.
P04-20240414-181030-3 | 4.78s | With the left hand, wipe the surface of the weighing scale to dust it.
P04-20240414-181030-4 | 5.52s | With the right hand, pick up the purple kitchen rag from the countertop.
P04-20240414-181030-5 | 6.09s | With the kitchen rag in the right hand, wipe the weighing scale to clean it.
P04-20240414-181030-6 | 6.74s | Put down the kitchen rag with the right hand.
P04-20240414-181030-7 | 7.10s | With the right hand, pick up the salt jar that is on the countertop.
P04-20240414-181030-8 | 7.84s | With the left hand, put down the weighing scale back on the countertop.
P04-20240414-181030-9 | 8.30s | With the left hand, open the door to the cabinet below revealing condiment jars and other ingredients.
P04-20240414-181030-10 | 9.08s | Place the jar of salt on the bottom shelf of the cabinet.
P04-20240414-181030-11 | 10.77s | With the right hand, move other ingredients by pushing them in, in order to make some space on the lower shelf.
P04-20240414-181030-12 | 13.01s | Close the door to the cabinet with the left hand.
P04-20240414-181030-13 | 15.72s | With the right hand, pick up the packet of ghee that is on the countertop.
P04-20240414-181030-14 | 16.79s | Transfer the packet of ghee from the right hand to the left hand.
P04-20240414-181030-15 | 17.91s | With the right hand, open the door to the refrigerator below.
P04-20240414-181030-16 | 19.29s | Place the packet of ghee on the upper shelf of the refrigerator using the left hand by bending down and reaching in.
P04-20240414-181030-17 | 20.76s | Close the door to the refrigerator with the right hand after placing the packet of ghee.
P04-20240414-181030-18 | 22.14s | With the right thumb, press the power button of the weighing scale in order to turn it off.
P04-20240414-181030-19 | 23.81s | With both hands, pick up the weighing scale from the countertop.
P04-20240414-181030-20 | 24.69s | With the left hand, open the door to the cabinet below revealing condiment jars and other items.
P04-20240414-181030-21 | 26.13s | With the left hand, reach into the upper shelf of the cabinet and make some space to place the weighing scale.
P04-20240414-181030-22 | 27.38s | With the right hand, push in the weighing scale on the upper shelf of the cabinet to keep it back.
P04-20240414-181030-23 | 29.90s | Close the door to the cabinet below with the left hand.
P04-20240414-181030-24 | 32.06s | With the right hand, pick up the pen on the notebook.
P04-20240414-181030-25 | 32.89s | With both hands, put the pen back into the pen cap to close it.
P04-20240414-181030-26 | 33.35s | Put the pen back down on the notebook with the right hand.
P04-20240414-181030-27 | 34.23s | With the left hand, pick up the packet of black mustard seeds from the countertop that was resting on the wall.
P04-20240414-181030-28 | 36.58s | With both hands, hold the packet of black mustard seeds and crumple the opening in order to close it.
P04-20240414-181030-29 | 40.83s | With the right hand, pick up the plastic seal that is on the countertop.
P04-20240414-181030-30 | 41.37s | With both hands, open the plastic package seal.
P04-20240414-181030-31 | 44.69s | With the right hand, place the plastic seal over the opening of the packet.
P04-20240414-181030-32 | 45.62s | With both hands, press down on the seal to lock it.
P04-20240414-181030-33 | 46.80s | Put down the packet of black mustard seeds that has been sealed on the countertop below with the left hand.
P04-20240414-181030-34 | 47.19s | With the right hand, pick up the other plastic seal that is on the countertop.
P04-20240414-181030-35 | 48.37s | With the left hand, pick up the packet of turmeric powder that was resting against the wall on the countertop.
P04-20240414-181030-36 | 49.10s | With the plastic seal in the right hand, wrap it over the opening of the packet.
P04-20240414-181030-37 | 50.39s | With both hands, press down on the seal so as to lock it thereby closing the packet of turmeric powder.
P04-20240414-181030-38 | 53.19s | Put down the packet on the other packet with the right hand.
P04-20240414-181030-39 | 54.09s | Pick up both packets with both hands.
P04-20240414-181030-40 | 54.54s | Put down the two packets on the countertop with both hands.
P04-20240414-181030-41 | 55.23s | With the left hand, open the door to the cabinet below.
P04-20240414-181030-42 | 56.08s | With the right hand, reach into the lower shelf of the cabinet to search for a large cover of condiments.
P04-20240414-181030-43 | 61.37s | With the right hand, pick up the plastic package containing the instant dosa mix powder from the counter top.
P04-20240414-181030-44 | 63.44s | With the left hand, pick up the box for the dosa mix powder from the countertop.
P04-20240414-181030-45 | 64.62s | With both hands, fold the plastic bag of dosa mix in order to close it.
P04-20240414-181030-46 | 67.09s | With the left hand, open the flaps of the dosa mix box so as to widen the opening.
P04-20240414-181030-47 | 68.31s | With the right hand, place the packet of Dosa Mix into its box held in the left hand.
P04-20240414-181030-48 | 69.62s | Put down the box on top of the cooling rack near the pressure cooker with the left hand.
P04-20240414-181030-49 | 70.51s | With the right hand, pick up the packets of turmeric powder and mustard seeds and lift them off of the counter top.
P04-20240414-181030-50 | 71.44s | Place the two packets held in the right hand on the cooling rack next to the box of instant dose o mix.
P04-20240414-181030-51 | 72.80s | With the left hand, pick up the pressure cooker and the lid on top of it from the cooling rack.
P04-20240414-181030-52 | 75.46s | With the left hand, place the pressure cooker in the kitchen sink so as to wash it later.
P04-20240414-181030-53 | 76.44s | With the left hand, pick up the big bowl of dosa batter with the ladle inside it.
P04-20240414-181030-54 | 80.15s | With the left hand, put down the bowl of dosa batter on the counter top.
P04-20240414-181030-55 | 82.92s | With the right hand, pick up the plate from the countertop.
P04-20240414-181030-56 | 83.49s | With the right hand, pick up the wooden spatula from the plate of utensils next to the kitchen sink.
P04-20240414-181030-57 | 86.92s | With the right hand, open the covering of the rubbish bin below.
P04-20240414-181030-58 | 88.77s | With the spatula in the right hand, drag the leftover bits of food from the plate and transfer them to the rubbish bin below.
P04-20240414-181030-59 | 90.59s | Hold the plate in the right hand.
P04-20240414-181030-61 | 94.90s | Slide the plate that is in the right hand under the plate held up by the left hand.
P04-20240414-181030-60 | 95.07s | With the left hand, lift up the plate containing dirty utensils next to the kitchen sink.
P04-20240414-181030-62 | 97.99s | With the right hand, pick up the spatula that has slid out of the plate on the top.
P04-20240414-181030-63 | 99.10s | With the right hand, place the spatula with holes in it on top of the plate next to the kitchen sink.
P04-20240414-181030-64 | 99.74s | With the left hand, lift up the dosa pan from the electric hob.
P04-20240414-181030-65 | 100.91s | With the right hand, place the wooden spatula on the plate of utensils next to the kincher sink that are meant to be washed later.
P04-20240414-181030-66 | 102.11s | Let go of the pan in the left hand.
P04-20240414-181030-67 | 103.25s | With the left hand, pick up the small cup containing ghee and a spoon inside it.
P04-20240414-181030-68 | 104.60s | With the right hand, pick up the dosa pan and lift it off of the electric hob on which it was placed.
P04-20240414-181030-69 | 105.21s | Bring the pan in the right hand under the nozzle of the tap.
P04-20240414-181030-70 | 105.89s | With the left hand, turn on the tap in the kitchen sink.
P04-20240414-181030-71 | 107.26s | Rinse the surface of the pan under the running tap water with the right hand.
P04-20240414-181030-72 | 109.19s | Turn off the tap with the left hand.
P04-20240414-181030-73 | 110.39s | Swirl the water on the surface of the dosa pan in order to slightly clean it with the right hand.
P04-20240414-181030-74 | 112.45s | Tip the dosa pan over the kitchen sink in order to pour out the water collected on it.
