# Video: P03-20240217-210958
# Narrations: 385
# Format: narration_id | timestamp | narration
#===========================================================

P03-20240217-210958-1 | 5.84s | I lift the dishwasher bottom rack using both hands. The dishwasher bottom rack is stuck so I lift it to check what is getting stuck at the bottom of the dishwasher.
P03-20240217-210958-2 | 10.68s | With my left hand, I push the knife from the bottom of the dishwasher cutlery tray. This is the item that was blocking the dishwasher bottom rack. I'm holding the bottom rack with my right hand while pushing the knife with my left hand.
P03-20240217-210958-3 | 12.62s | With my left hand, pick up the knife from the dishwasher cutlery tray.
P03-20240217-210958-4 | 15.45s | With my right hand, pull the dishwasher cutlery tray out of the dishwasher. The knife now is in a different position, so the dishwasher rack can move freely.
P03-20240217-210958-5 | 19.82s | With my right hand, pick up the small bowl from the sink.
P03-20240217-210958-6 | 21.84s | With my left hand, pick up larger bowl from the dishwasher bottom rack to make room for the smaller bowl that I'm holding in my right hand.
P03-20240217-210958-7 | 22.91s | With my right hand, place the small bowl on the dishwasher bottom rack where the large bowl that I'm holding now in my left hand was.
P03-20240217-210958-8 | 25.99s | With my left hand, I place the white bowl back on the dishwasher bottom rack, initially struggling to find a good position, as there is little room left in the dishwasher bottom rack.
P03-20240217-210958-9 | 29.92s | With my right hand, push the dishwasher bottom rack into the dishwasher. As I do so, I realise there is still something in the cutlery tray that rubs against the dishwasher door.
P03-20240217-210958-10 | 31.79s | With my left hand, pick up the knife from the dishwasher cutlery tray. This knife is rubbing against the dishwasher door so I move it so that the dishwasher bottom rack can move freely.
P03-20240217-210958-11 | 32.00s | Place the knife that was rubbing against the dishwasher door in a different position inside the dishwasher cutlery tray located at the bottom left corner of the dishwasher bottom rack.
P03-20240217-210958-12 | 36.06s | With my right hand, lift the knife with the green handle and put it back immediately on the dishwasher cutlery tray to make sure it's not rubbing against the dishwasher door.
P03-20240217-210958-13 | 37.97s | With my left hand, push the dishwasher bottom rack inside the dishwasher. The dishwasher rack now moves freely and no item rubs against the dishwasher door.
P03-20240217-210958-14 | 39.15s | With my left hand, push the dishwasher brush inside the dishwasher so that the dishwasher can close fully later.
P03-20240217-210958-15 | 42.85s | With my right hand, pick up the plastic colander from the kitchen top next to the sink.
P03-20240217-210958-16 | 43.65s | Move the plastic colander towards the dishwasher without actually placing the plastic colander inside the dishwasher as I realize there is some food in the plastic colander which needs to be removed first.
P03-20240217-210958-17 | 46.62s | Scrape the inside of the plastic colander using my right hand, rubbing my hand against the slots of the plastic colander above the sink so that the bit of food that is stuck there falls into the sink.
P03-20240217-210958-18 | 48.76s | With my left hand, pull the dishwasher top rack out of the dishwasher.
P03-20240217-210958-19 | 50.57s | With my right hand, place the plastic colander on the dishwasher top rack.
P03-20240217-210958-20 | 51.16s | With my left hand, push the dishwasher top rack inside the dishwasher.
P03-20240217-210958-21 | 53.47s | With my right hand, pick up the small saucepan from the kitchen top next to the sink.
P03-20240217-210958-22 | 54.42s | With my left hand, pull the dishwasher bottom rack out of the dishwasher.
P03-20240217-210958-23 | 55.78s | Place the small saucepan in the dishwasher bottom rack, turning it around until I find the right position for the saucepan in the bottom rack.
P03-20240217-210958-24 | 62.48s | With my left hand, push the dishwasher bottom rack inside the dishwasher.
P03-20240217-210958-25 | 69.20s | With my right hand, pick up the used kitchen roll from the pizza spatulas.
P03-20240217-210958-26 | 73.16s | With my left hand, open the general waste bin by lifting the lid up.
P03-20240217-210958-27 | 74.32s | Throw the used kitchen roll into the general waste bin with my right hand.
P03-20240217-210958-28 | 74.87s | Close the general waste bin by pushing the lid down with my left hand.
P03-20240217-210958-29 | 77.76s | With my left hand, pick up the plate from the kitchen top above the washing machine while holding the spoon on the plate with my right hand as I move it around to prevent the spoon from falling on the floor.
P03-20240217-210958-30 | 79.74s | With my right hand, put down the spoon on the sink.
P03-20240217-210958-31 | 81.41s | With my left hand, pull the dishwasher top rack out of the dishwasher.
P03-20240217-210958-32 | 83.24s | Place the plate in the bottom left corner of the dishwasher top rack next to the other dirty plates.
P03-20240217-210958-33 | 84.50s | Push the dishwasher top rack inside the dishwasher.
P03-20240217-210958-34 | 86.25s | With my right hand, pick up the spoon from the sink and shake it to remove the tomato sauce from the spoon.
P03-20240217-210958-35 | 89.87s | With my right hand, move the dirty spoon towards the dishwasher cutlery tray without actually putting the spoon in the cutlery tray as I realised I probably need to scrub the spoon before putting it in the dishwasher as it is quite dirty.
P03-20240217-210958-36 | 92.02s | With my left hand, pick up the dishwasher brush from the cutlery tray located at the bottom left corner of the dishwasher bottom rack.
P03-20240217-210958-37 | 93.03s | Scrub the spoon by brushing it with the dishwasher brush using my right hand.
P03-20240217-210958-38 | 97.29s | Now that I brushed the spoon I put it in the dishwasher cutlery tray with my left hand.
P03-20240217-210958-39 | 99.20s | With my right hand, put the dishwasher brush back in the dishwasher cutlery tray.
P03-20240217-210958-40 | 101.02s | With my right hand, pick up the sponge from the small rack attached inside the sink and put it down immediately as I won't use it.
P03-20240217-210958-41 | 104.80s | I initially wanted to use the sponge to wipe the dishwasher door seal, but eventually I would just wipe it with my left thumb, which will do the job.
P03-20240217-210958-42 | 106.56s | With my right hand, turn on the tap while holding my left hand underneath the tap.
P03-20240217-210958-43 | 108.07s | I quickly rinse my hands using the running tap water, moving my hands underneath the tap to wet my hands.
P03-20240217-210958-44 | 109.34s | With my right hand, turn off the tap.
P03-20240217-210958-45 | 110.02s | Quickly shake my hands above the sink to remove the excess water from my hands.
P03-20240217-210958-46 | 110.55s | With my left hand, pick up the white cloth from the kitchen top next to the microwave oven.
P03-20240217-210958-47 | 111.39s | Dry my hands by rubbing them against the cloth.
P03-20240217-210958-48 | 113.19s | Drop the white cloth on the kitchen top next to the sink.
P03-20240217-210958-49 | 113.85s | With my right hand, pull the cupboard under the sink to open it.
P03-20240217-210958-50 | 115.61s | With my right hand, pick up the dishwasher tablet from the box located at the bottom shelf of the cupboard under the sink.
P03-20240217-210958-51 | 119.01s | With my left hand, close the cupboard under the sink.
P03-20240217-210958-52 | 120.81s | Place the dishwasher tablet in the dishwasher tablet tray using my right hand.
P03-20240217-210958-53 | 122.19s | Close the dishwasher tablet tray by first lifting the lid, then pushing it until it clicks.
P03-20240217-210958-54 | 124.24s | The dishwasher is now fully loaded so I close it to start the cycle and close the dishwasher by pulling the dishwasher door up with my left hand.
P03-20240217-210958-55 | 126.19s | Press the dishwasher door at the top using both hands to fully close the dishwasher.
P03-20240217-210958-56 | 129.10s | Because the dishwasher doesn't look fully closed, I pull the dishwasher door down with my left hand to open the dishwasher and check if the two racks are fully pushed inside the dishwasher.
P03-20240217-210958-57 | 131.40s | Grab the dishwasher bottom rack and push it and pull briefly to make sure that it is fully inside the dishwasher.
P03-20240217-210958-58 | 136.52s | Push the dishwasher top rack using both hands to make sure that it is fully inside the dishwasher.
P03-20240217-210958-59 | 137.72s | With my left hand, pull the dishwasher door up to close the dishwasher.
P03-20240217-210958-60 | 138.99s | Push the dishwasher door by the top side using both hands to fully close the dishwasher.
P03-20240217-210958-61 | 140.92s | With my left hand, press the buttons on the dishwasher door to turn on the dishwasher and start the cycle.
P03-20240217-210958-62 | 148.76s | Roll up my sleeves. First the right arm one, then the left arm one.
P03-20240217-210958-63 | 151.28s | With my right hand, pick up the small frying pan from the bottom right corner of the hob.
P03-20240217-210958-64 | 152.85s | With my right hand, pick up the pizza peel from the kitchen top next to the hob.
P03-20240217-210958-65 | 154.05s | With my left hand, put the small frying pan on the kitchen top next to the sink.
P03-20240217-210958-66 | 155.25s | With my right hand, put the pizza peel down into the sink.
P03-20240217-210958-67 | 157.90s | With my left hand, pick up the sponge from the small rack attached to the inside of the sink.
P03-20240217-210958-68 | 159.01s | With my right hand, turn on the tap.
P03-20240217-210958-69 | 159.35s | Quickly rinse the sponge using running water, squeezing the sponge to make sure it doesn't have too much water in it.
P03-20240217-210958-70 | 159.86s | With the back of my right hand, turn off the tap.
P03-20240217-210958-71 | 160.00s | With my left hand, pick up the pizza peel from the sink.
P03-20240217-210958-72 | 160.89s | Start scrubbing the pizza peel with the sponge, stopping soon because I realized I didn't apply washing up liquid on the sponge.
P03-20240217-210958-73 | 162.24s | With my left hand, put down the pizza peel on the sink.
P03-20240217-210958-74 | 163.42s | With my left hand, pick up the washing up liquid bottle from the windowsill.
P03-20240217-210958-75 | 164.21s | Open the washing-up liquid bottle by flicking the cap at the top of the bottle with my right hand.
P03-20240217-210958-76 | 165.67s | Pour washing up liquid on the sponge, tilting the washing up liquid bottle above the sponge, then squeezing it to squirt washing up liquid on the sponge.
P03-20240217-210958-77 | 166.79s | With my right hand, squeeze the sponge to absorb the washing up liquid.
P03-20240217-210958-78 | 167.64s | With my left hand, put down the washing up liquid bottle on the windowsill.
P03-20240217-210958-79 | 168.30s | With my left hand, close the washing up liquid bottle by flicking the cap at the top of the bottle.
P03-20240217-210958-80 | 168.95s | With my left hand, pick up the pizza peel from the sink.
P03-20240217-210958-81 | 169.45s | Wash the pizza peel by hand by scrubbing the peel with the sponge that I'm holding in my right hand, while holding the peel with my left hand. The peel is made of wood, so I need to wash it by hand and I can't wash it in a dishwasher.
P03-20240217-210958-82 | 182.31s | With my left hand, put down the lathered pizza peel on the sink.
P03-20240217-210958-83 | 183.27s | With my left hand, pick up a small frying pan from the kitchen top next to the sink.
P03-20240217-210958-84 | 183.65s | With my right hand, turn on the tap.
P03-20240217-210958-85 | 184.95s | Quickly rinse the small frying pan with the running tap water which will make it easier to wash it by hand.
P03-20240217-210958-86 | 185.85s | Wash the small frying pan by hand by scrubbing it with the sponge that I'm holding in my right hand while holding the pan with my left hand. This pan has a wooden handle so I need to wash it by hand and I can't wash it in a dishwasher.
P03-20240217-210958-87 | 214.95s | With my left hand, put down the lathered frying pan on the sink on top of the lathered pizza peel.
P03-20240217-210958-88 | 215.59s | With my left hand, pick up one pizza spatula, which is standing on top of the other pizza spatula on the kitchen top.
P03-20240217-210958-89 | 216.97s | Wash the pizza spatula by hand by scrubbing the spatula with the sponge that I'm holding in my right hand while holding the spatula with my left hand.
P03-20240217-210958-90 | 220.57s | With my right hand, turn on the tap while holding the pizza spatula underneath the tap.
P03-20240217-210958-91 | 221.14s | Rinse the pizza spatula using the running tap water to soften and remove stubborn food bits from the top edge of the spatula, rubbing my fingers against the edge of the spatula to wipe off the food residue.
P03-20240217-210958-92 | 232.82s | With my left hand, turn off the tap.
P03-20240217-210958-93 | 233.53s | Continue washing the pizza spatula by hand by scrubbing it with the sponge, paying special attention to the top edge of the spatula where most of the food residue is.
P03-20240217-210958-94 | 253.90s | The pizza spatula is clean now, so I put it down on the sink.
P03-20240217-210958-95 | 254.65s | With my left hand, pick up the other still dirty pizza spatula from the kitchen top.
P03-20240217-210958-96 | 255.76s | With my right hand, turn on the tap while holding the pizza spatula underneath the tap with my left hand.
P03-20240217-210958-97 | 257.30s | Rinse the pizza spatula using the running tap water to soften and removing stubborn food bits from the spatula, especially at the top edge of the spatula where I'm also rubbing my fingers to remove the food residue.
P03-20240217-210958-98 | 266.66s | With my left hand, turn off the tap.
P03-20240217-210958-99 | 268.00s | Wash the pizza spatula by hand by scrubbing it with a sponge that I'm holding in my right hand while holding the spatula with my left hand, paying special attention to the top of the spatula where most of the food residue is.
P03-20240217-210958-100 | 283.75s | The second pizza spatula is also clean now, so I put down the lathered spatula on the sink using my left hand.
P03-20240217-210958-101 | 284.78s | With my left hand pick up the plastic box from the top of the microwave oven, this plastic box contained the pizza dough earlier.
P03-20240217-210958-102 | 285.88s | Wash the plastic box by hand by wiping it with the sponge that I'm holding in my right hand while holding the box with my left hand.
P03-20240217-210958-103 | 302.63s | With my left hand, put down the lathered plastic box on the kitchen top next to the sink.
P03-20240217-210958-104 | 303.48s | With my left hand pick up the plastic box lid from the top of the microwave oven.
P03-20240217-210958-105 | 304.46s | Wash the box lid by hand by wiping the sponge that I'm holding in my right hand against the lid while holding the lid with my left hand.
P03-20240217-210958-106 | 308.83s | Put the lid on top of the plastic box.
P03-20240217-210958-107 | 309.43s | Push the plastic box, lining it from right to left along the kitchen top, using both hands.
P03-20240217-210958-108 | 309.97s | Drop the sponge on the kitchen top right next to the sink with my right hand.
P03-20240217-210958-109 | 310.56s | With my right hand, turn on the tap.
P03-20240217-210958-110 | 311.86s | Rinse my hands under the running tap water, rubbing them against each other to remove the soap from my hands.
P03-20240217-210958-111 | 313.07s | With my left hand, pick up the pizza spatula from the sink.
P03-20240217-210958-112 | 313.94s | Rinse the pizza spatula under the running water, rubbing my fingers against the spatula to wipe the soap off the spatula and make sure the spatula is well rinsed.
P03-20240217-210958-113 | 330.09s | With my left hand, pick up the other pizza spatula from the sink, while with my right hand I'm holding the rinsed pizza spatula above the sink to let water drip out of the spatula.
P03-20240217-210958-114 | 331.11s | With my left hand, rinse the spatula under the running water, moving the spatula underneath the tap so that the spatula is evenly rinsed.
P03-20240217-210958-115 | 332.00s | With my right hand, shake the green spatula above the sink to remove water from the spatula.
P03-20240217-210958-116 | 332.80s | With my right hand, place the rinsed spatula on the top shelf of the drying rack located on top of the sink.
P03-20240217-210958-117 | 334.28s | Continue rinsing the other pizza spatula under the running tap water, rubbing my hands against the spatula to wipe soap off of the spatula and make sure the spatula is well rinsed.
P03-20240217-210958-118 | 345.89s | Having realised there are still some stubborn food bits attached to this pizza spatula, with my right hand, pick up the sponge from the edge of the sink.
P03-20240217-210958-119 | 346.52s | Scrub the pizza spatula with my right hand while keeping the spatula underneath the tap to rinse it as I wash it. I do this because there are still some stubborn food bits attached to the spatula, so I need to scrub it again with the sponge to remove the food residue.
P03-20240217-210958-120 | 350.16s | Drop the sponge into the sink with my right hand.
P03-20240217-210958-121 | 350.59s | Continue rinsing the pizza spatula under the running tap water, rubbing my fingers against the spatula to wipe soap off of the spatula and make sure the spatula is well rinsed.
P03-20240217-210958-122 | 361.38s | With my left hand, pick up the frying pan from the sink while, with my right hand, I hold the rinsed spatula above the sink for a little while to drip water out of the spatula.
