# Video: P03-20240218-101509
# Narrations: 153
# Format: narration_id | timestamp | narration
#===========================================================

P03-20240218-101509-1 | 1.45s | Pick up dirty cultery with both hands.
P03-20240218-101509-2 | 3.14s | Move cutlery from the right hand to the left hand to group them together.
P03-20240218-101509-3 | 3.57s | Move cutlery from left hand to right hand.
P03-20240218-101509-4 | 4.82s | Pick up plates with both hands.
P03-20240218-101509-5 | 8.63s | Put down plates onto the countertop.
P03-20240218-101509-6 | 10.15s | Move cutlery from the right hand to the left hand.
P03-20240218-101509-7 | 11.64s | pick up dishwasher brush
P03-20240218-101509-8 | 12.52s | Brush dirty cutlery with the dishwasher brush.
P03-20240218-101509-9 | 14.74s | Turn the cutlery so that I can brush the other side of the cutlery.
P03-20240218-101509-10 | 16.10s | brush cutlery with dishwasher brush.
P03-20240218-101509-11 | 18.56s | Move cutlery from left hand to right hand.
P03-20240218-101509-12 | 19.98s | Open dishwasher.
P03-20240218-101509-13 | 21.29s | pull dishwasher rack
P03-20240218-101509-14 | 22.74s | Move cutlery from right hand to left hand.
P03-20240218-101509-15 | 23.37s | place the dirty cutlery into the cutlery tray of the dishwasher making sure there is enough room between cutlery so that they get washed properly.
P03-20240218-101509-16 | 29.43s | Pick up chopstick from the countertop.
P03-20240218-101509-17 | 30.12s | Place chopstick into the cutlery tray of the dishwasher.
P03-20240218-101509-18 | 31.14s | Pick up plate from the countertop.
P03-20240218-101509-19 | 32.27s | brush plate with dishwasher brush
P03-20240218-101509-20 | 33.54s | Move the plate from left hand to right hand.
P03-20240218-101509-21 | 34.75s | Pull top dishwasher rack
P03-20240218-101509-22 | 35.90s | Place plate into the top dishwasher rack.
P03-20240218-101509-23 | 38.65s | Pick up plate from the countertop.
P03-20240218-101509-24 | 39.80s | brush plate with dishwasher brush
P03-20240218-101509-25 | 46.39s | put down dishwasher brush into the sink
P03-20240218-101509-26 | 47.50s | Move plate from left hand to right hand.
P03-20240218-101509-27 | 48.15s | Push top dishwasher rack
P03-20240218-101509-28 | 50.00s | Pull bottom dishwasher rack.
P03-20240218-101509-29 | 51.34s | Place plate into the bottom dishwasher rack.
P03-20240218-101509-30 | 53.55s | Pick up ramekin from the sink
P03-20240218-101509-31 | 54.98s | Pull top dishwasher rack.
P03-20240218-101509-32 | 56.30s | Place ramekin into the top dishwasher rack.
P03-20240218-101509-33 | 59.63s | grab chair and push it under the table.
P03-20240218-101509-34 | 61.82s | grab the other chair and push it under the table as well.
P03-20240218-101509-35 | 63.66s | Pick up used tissues from the tablecloth with both hands.
P03-20240218-101509-36 | 64.84s | crumple used tissues together so that I can throw them in one go.
P03-20240218-101509-37 | 65.65s | Open rubbish bin by lifting its lid.
P03-20240218-101509-38 | 66.08s | Throw the crumpled tissues into the rubbish bin while holding the rubbish bin lid open.
P03-20240218-101509-39 | 66.40s | Close rubbish bin by letting go of its lid.
P03-20240218-101509-40 | 67.76s | Pick up cup with the right hand and jar with the left hand.
P03-20240218-101509-41 | 70.61s | Put down cup onto the countertop.
P03-20240218-101509-42 | 72.03s | Open cupboard.
P03-20240218-101509-43 | 74.04s | Place jar into the cupboard.
P03-20240218-101509-44 | 75.22s | close cupboard
P03-20240218-101509-45 | 76.13s | Pick up a cup
P03-20240218-101509-46 | 77.47s | empty cup into the sink
