# Video: P03-20240216-223126
# Narrations: 68
# Format: narration_id | timestamp | narration
#===========================================================

P03-20240216-223126-1 | 10.09s | Open dishwasher by pulling its door.
P03-20240216-223126-2 | 12.17s | Pull dishwasher tray.
P03-20240216-223126-3 | 16.64s | Take bag of crisps from rack
P03-20240216-223126-4 | 20.82s | Open Cupboard
P03-20240216-223126-5 | 22.73s | Put down bag of crisps onto counter top.
P03-20240216-223126-6 | 23.20s | Lift bowl from stack of bowls.
P03-20240216-223126-7 | 25.45s | Remove top bowl from stack of bowls slowly and carefully so that the other bowls in the cupboard don't fall off.
P03-20240216-223126-8 | 27.84s | Push small bowl inside the cupboard so that the cupboard will close.
P03-20240216-223126-9 | 28.85s | close cupboard
P03-20240216-223126-10 | 30.26s | Touch countertop with bowl without actually putting it down.
P03-20240216-223126-11 | 30.94s | Pick up Bag of Crisps
P03-20240216-223126-12 | 33.76s | Put bowl onto table.
P03-20240216-223126-13 | 35.12s | Open bag of crisps by pulling each side.
P03-20240216-223126-14 | 37.26s | widen the opening of the bag of crisps so that I can pour crisps
P03-20240216-223126-15 | 40.53s | Pour crisps into bowl by gently shaking the bag.
P03-20240216-223126-16 | 47.20s | close bag of crisps by rolling it on itself
P03-20240216-223126-17 | 51.40s | Open cupboard.
P03-20240216-223126-18 | 53.11s | Pick up clip.
P03-20240216-223126-19 | 54.41s | Close cupboard.
P03-20240216-223126-20 | 56.01s | Put clip on paper bag to seal it.
P03-20240216-223126-21 | 57.00s | Put bag of crisps in the rack.
P03-20240216-223126-22 | 59.98s | Open the fridge.
P03-20240216-223126-23 | 62.13s | Pick bottle of beer from the fridge.
P03-20240216-223126-24 | 63.94s | Read beer label.
P03-20240216-223126-25 | 67.68s | Put down bottle onto the countertop.
P03-20240216-223126-26 | 68.85s | Pick up other bottle from the fridge.
P03-20240216-223126-27 | 71.26s | Read beer label.
P03-20240216-223126-28 | 73.56s | Put back beer bottle into the fridge as I decided I like the other one better.
P03-20240216-223126-29 | 76.15s | Grab ginger ale pack
P03-20240216-223126-30 | 77.96s | Lift ginger ale pack so that the bottles are standing up.
P03-20240216-223126-31 | 80.30s | Open ginger ale pack by tearing the cardboard.
P03-20240216-223126-32 | 83.81s | pick ginger ale bottle from the pack
P03-20240216-223126-33 | 85.30s | Close fridge
P03-20240216-223126-34 | 88.82s | Put down ginger ale bottle onto table.
P03-20240216-223126-35 | 90.82s | Open ginger ale bottle by pulling the lid.
P03-20240216-223126-36 | 92.98s | pull down lid on table
P03-20240216-223126-37 | 94.29s | pick up glass
P03-20240216-223126-38 | 94.89s | Lift ginger ale bottle.
P03-20240216-223126-39 | 95.24s | pour ginger ale into glass
P03-20240216-223126-40 | 104.03s | Put down ginger ale bottle and glass on the table.
P03-20240216-223126-41 | 104.60s | Pick up ginger ale lid.
P03-20240216-223126-42 | 106.68s | Lift cloth so that I can read the recycling box labels to throw the lid into the right box.
P03-20240216-223126-43 | 108.04s | Lift box lid.
P03-20240216-223126-44 | 108.59s | Throw ginger ale bottle lid into recycling bin.
P03-20240216-223126-45 | 108.95s | Close recycling box lid.
P03-20240216-223126-46 | 110.25s | Pick up beer bottle.
P03-20240216-223126-47 | 112.21s | Open drawer.
P03-20240216-223126-48 | 113.24s | Close drawer as I didn't find what I was looking for
P03-20240216-223126-49 | 114.41s | Open cupboard.
P03-20240216-223126-50 | 115.34s | Put down beer bottle on countertop.
P03-20240216-223126-51 | 115.74s | Look for something inside the cupboard.
P03-20240216-223126-52 | 118.58s | close cupboard as I didn't find what I was looking for
P03-20240216-223126-53 | 119.32s | Open Drawer.
P03-20240216-223126-54 | 120.38s | Pick up bottle opener.
P03-20240216-223126-55 | 122.01s | Open beer bottle with the bottle opener while holding the bottle.
P03-20240216-223126-56 | 124.79s | Turn the bottle opener because the other side of the bottle opener wasn't working.
P03-20240216-223126-57 | 129.54s | Put bottle opener into the drawer.
P03-20240216-223126-58 | 130.56s | Close drawer.
P03-20240216-223126-59 | 134.44s | Lift cloth to reveal recycling bins labels.
P03-20240216-223126-61 | 134.81s | throw beer bottle lid in the recycling bin
P03-20240216-223126-60 | 135.19s | Lift recycling bin lid
P03-20240216-223126-62 | 135.46s | Close recycling bin lid.
P03-20240216-223126-63 | 137.50s | Pick up glass.
P03-20240216-223126-64 | 138.12s | Tilt beer bottle and glass as to pour beer without actually pouring it.
P03-20240216-223126-65 | 139.37s | Drink water residue from the glass.
P03-20240216-223126-66 | 142.15s | Pour beer into glass.
P03-20240216-223126-67 | 150.40s | Put down beer bottle on the table.
P03-20240216-223126-68 | 150.71s | Put down glass onto table.
